title,listed_in,description,content
Metal Shop Masters,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.","Title: Metal Shop Masters | Genre: Reality TV | Description: On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize."
Omo Ghetto: the Saga,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.","Title: Omo Ghetto: the Saga | Genre: Action & Adventure, Comedies, Dramas | Description: Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
Pokémon Master Journeys: The Series,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!","Title: Pokémon Master Journeys: The Series | Genre: Anime Series, Kids' TV | Description: As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!"
Prey,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,"Title: Prey | Genre: International Movies, Thrillers | Description: A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter."
Titipo Titipo,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,"Title: Titipo Titipo | Genre: Kids' TV, Korean TV Shows | Description: Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably."
Blood Brothers: Malcolm X & Muhammad Ali,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.","Title: Blood Brothers: Malcolm X & Muhammad Ali | Genre: Documentaries, Sports Movies | Description: From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
Mighty Raju,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!","Title: Mighty Raju | Genre: Kids' TV | Description: Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!"
Paradise Hills,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.","Title: Paradise Hills | Genre: Sci-Fi & Fantasy, Thrillers | Description: Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse."
The Women and the Murderer,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,"Title: The Women and the Murderer | Genre: Documentaries, International Movies | Description: This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother."
Into the Night,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,"Title: Into the Night | Genre: International TV Shows, TV Dramas, TV Mysteries | Description: Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below."
JJ+E,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?","Title: JJ+E | Genre: Dramas, International Movies, Romantic Movies | Description: Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
Show Dogs,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,"Title: Show Dogs | Genre: Children & Family Movies, Comedies | Description: A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale."
The Circle,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.","Title: The Circle | Genre: Reality TV | Description: Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.","Title: If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd | Genre: Documentaries, Music & Musicals | Description: Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant."
Kid Cosmic,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,"Title: Kid Cosmic | Genre: Kids' TV, TV Comedies, TV Sci-Fi & Fantasy | Description: A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone."
Octonauts: Above & Beyond,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.","Title: Octonauts: Above & Beyond | Genre: British TV Shows, Kids' TV | Description: The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
On the Verge,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.","Title: On the Verge | Genre: TV Comedies, TV Dramas | Description: Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
Tobot Galaxy Detectives,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.","Title: Tobot Galaxy Detectives | Genre: Kids' TV | Description: An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
